Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-02-14 10:05:31.122 +0530,"Success",0:00:00,0,0,0,"20190214_100531.122/LogFile.txt","","",1
2019-02-14 10:40:35.712 +0530,"Success",0:00:00,0,0,0,"20190214_104035.712/LogFile.txt","","",1
2019-02-14 12:09:11.568 +0530,"Success",0:00:01,0,0,0,"20190214_120911.568/LogFile.txt","","",1
2019-02-20 09:10:40.906 +0530,"Success",0:00:01,0,0,0,"20190220_091040.906/LogFile.txt","","",1
2019-02-22 13:55:24.391 +0530,"Success",0:00:01,0,0,0,"20190222_135524.391/LogFile.txt","","",1
